FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2017,2018,2019,2020,2021,2022
A,Annual,JOR,Jordan,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.94,2.98,3.01,3.12,3.22,3.45
A,Annual,JPN,Japan,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,5.48,5.65,5.57,5.8,5.91,6.54
A,Annual,KAZ,Kazakhstan,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.12,2.15,2.24,2.35,2.52,2.79
A,Annual,KEN,Kenya,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.79,2.77,2.85,2.91,3.13,3.54
A,Annual,KGZ,Kyrgyz Republic,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.23,3.19,3.25,3.46,3.81,4.2
A,Annual,KHM,Cambodia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.72,3.81,3.89,4.0,4.18,4.5
A,Annual,KNA,St. Kitts and Nevis,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.35,3.55,3.7,3.8,3.94,4.58
A,Annual,KOR,"Korea, Rep.",FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,4.73,4.92,4.9,5.18,5.57,6.09
A,Annual,KWT,Kuwait,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.17,2.21,2.25,2.34,2.59,2.89
A,Annual,LAO,Lao PDR,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.8,3.86,3.99,4.17,4.34,4.65
A,Annual,LBN,Lebanon,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,1.47,1.49,1.53,2.97,5.01,6.76
A,Annual,LBR,Liberia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.08,3.09,3.18,3.37,3.34,3.5
A,Annual,LCA,St. Lucia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.44,3.59,3.71,3.79,3.87,4.15
A,Annual,LKA,Sri Lanka,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.58,3.58,3.54,3.79,4.13,4.77
A,Annual,LSO,Lesotho,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.52,3.62,3.74,3.98,4.31,4.68
A,Annual,LTU,Lithuania,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.85,2.87,3.04,3.07,3.15,3.72
A,Annual,LUX,Luxembourg,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.46,2.59,2.62,2.62,2.7,2.99
A,Annual,LVA,Latvia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.04,3.03,3.19,3.28,3.35,3.97
A,Annual,MAR,Morocco,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.6,2.64,2.65,2.69,2.79,3.14
A,Annual,MDA,Moldova,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.35,2.46,2.57,2.69,2.87,3.17
A,Annual,MDG,Madagascar,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.03,3.16,3.2,3.23,3.43,3.75
A,Annual,MDV,Maldives,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.45,3.5,3.53,3.72,3.95,4.36
A,Annual,MEX,Mexico,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.9,2.97,2.98,3.07,3.29,3.89
A,Annual,MKD,North Macedonia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.29,3.3,3.48,3.51,3.86,4.6
A,Annual,MLI,Mali,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.87,3.0,2.93,3.02,3.19,3.58
A,Annual,MLT,Malta,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.35,3.49,3.75,3.74,3.94,4.44
A,Annual,MMR,Myanmar,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.71,3.79,3.86,3.94,4.25,4.56
A,Annual,MNE,Montenegro,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.21,3.24,3.49,3.43,3.67,4.49
A,Annual,MNG,Mongolia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,4.21,4.33,4.54,4.74,5.26,5.86
A,Annual,MOZ,Mozambique,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.81,2.77,2.84,2.97,3.26,3.6
A,Annual,MRT,Mauritania,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.73,3.86,3.95,3.99,4.27,4.86
A,Annual,MUS,Mauritius,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.43,3.52,3.56,3.74,3.92,4.39
A,Annual,MWI,Malawi,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.46,2.53,2.7,2.84,3.03,3.43
A,Annual,MYS,Malaysia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.99,3.08,3.16,3.28,3.41,3.77
A,Annual,NAM,Namibia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.28,3.33,3.41,3.55,3.79,4.16
A,Annual,NER,Niger,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.22,3.17,3.15,3.28,3.56,3.96
A,Annual,NGA,Nigeria,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.88,3.01,3.12,3.24,3.49,3.83
A,Annual,NIC,Nicaragua,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.67,3.73,3.77,3.84,4.07,4.61
A,Annual,NLD,Netherlands,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.21,2.27,2.39,2.49,2.54,2.9
A,Annual,NOR,Norway,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.32,3.43,3.53,3.61,3.63,4.01
A,Annual,NPL,Nepal,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.3,3.34,3.41,3.52,3.69,3.97
A,Annual,NZL,New Zealand,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.65,2.57,2.7,2.83,2.86,3.21
A,Annual,OMN,Oman,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.32,2.34,2.41,2.49,2.59,2.87
A,Annual,PAK,Pakistan,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.92,2.91,2.97,3.16,3.34,3.76
A,Annual,PAN,Panama,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.99,4.03,4.13,4.22,4.42,4.82
A,Annual,PER,Peru,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.28,3.26,3.3,3.33,3.55,4.0
A,Annual,PHL,Philippines,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.38,3.51,3.57,3.62,3.84,4.1
A,Annual,POL,Poland,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.95,3.03,3.25,3.38,3.43,3.91
A,Annual,PRT,Portugal,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.64,2.73,2.85,2.87,2.99,3.52
A,Annual,PRY,Paraguay,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.68,3.77,3.78,3.81,4.15,4.7
A,Annual,PSE,West Bank and Gaza,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.62,2.66,2.74,2.63,2.58,2.98
A,Annual,QAT,Qatar,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.31,2.36,2.42,2.51,2.63,2.82
A,Annual,ROU,Romania,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.79,2.84,3.03,3.17,3.24,3.66
A,Annual,RUS,Russian Federation,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.25,2.28,2.33,2.44,2.63,2.9
A,Annual,RWA,Rwanda,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.09,2.94,3.01,3.2,3.22,3.8
A,Annual,SAU,Saudi Arabia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.49,2.65,2.82,3.0,3.22,3.52
A,Annual,SDN,Sudan,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.53,2.7,2.96,2.82,2.12,1.86
A,Annual,SEN,Senegal,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.66,2.73,2.77,2.83,2.98,3.38
A,Annual,SGP,Singapore,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.83,2.92,2.99,3.12,3.24,3.48
A,Annual,SLE,Sierra Leone,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.69,2.8,2.7,2.74,3.0,3.32
A,Annual,SOM,Somalia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,4.14,
A,Annual,SRB,Serbia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.56,3.64,3.84,3.85,3.99,4.62
A,Annual,SSD,South Sudan,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,3.97,
A,Annual,STP,Sao Tome and Principe,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.33,2.41,2.48,2.57,2.72,2.99
A,Annual,SUR,Suriname,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,4.42,4.65,4.75,5.11,5.42,5.82
A,Annual,SVK,Slovak Republic,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.46,2.53,2.68,2.89,2.98,3.54
A,Annual,SVN,Slovenia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.6,2.7,2.85,2.98,3.02,3.44
A,Annual,SWE,Sweden,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.71,2.77,2.91,3.0,3.1,3.56
A,Annual,SWZ,Eswatini,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.36,3.29,3.33,3.34,3.47,3.69
A,Annual,SXM,Sint Maarten (Dutch part),FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,4.46,4.79,4.81,4.9,5.23,5.5
A,Annual,SYC,Seychelles,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.51,3.47,3.46,3.32,3.62,3.88
A,Annual,SYR,Syrian Arab Republic,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,5.11,
A,Annual,TCA,Turks and Caicos Islands,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.81,2.9,2.97,3.07,3.23,3.55
A,Annual,TCD,Chad,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.75,2.66,2.59,2.74,2.86,3.27
A,Annual,TGO,Togo,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.46,2.5,2.52,2.59,2.86,3.18
A,Annual,THA,Thailand,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,4.03,4.1,4.25,4.39,4.53,4.93
A,Annual,TJK,Tajikistan,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.11,3.12,3.29,3.57,3.71,3.9
A,Annual,TTO,Trinidad and Tobago,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.91,4.01,4.07,4.21,4.51,5.08
A,Annual,TUN,Tunisia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.66,3.74,3.82,3.83,4.03,4.46
A,Annual,TUR,Turkiye,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.44,3.58,3.87,3.71,3.82,4.5
A,Annual,TWN,"Taiwan, China",FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.99,,,,4.97,
A,Annual,TZA,Tanzania,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.2,2.25,2.27,2.32,2.43,2.7
A,Annual,UGA,Uganda,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.12,3.08,3.04,3.03,3.15,3.6
A,Annual,URY,Uruguay,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.87,2.96,3.04,3.19,3.31,3.64
A,Annual,USA,United States,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.17,2.18,2.2,2.28,2.36,2.63
A,Annual,UZB,Uzbekistan,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,4.11,4.3,4.48,4.71,5.09,5.67
A,Annual,VCT,St. Vincent and the Grenadines,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,4.34,4.45,4.51,4.68,4.94,5.56
A,Annual,VGB,British Virgin Islands,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.53,3.37,3.59,3.52,3.74,3.8
A,Annual,VNM,Viet Nam,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.14,3.2,3.3,3.56,3.69,3.96
A,Annual,ZAF,South Africa,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.05,3.08,3.12,3.19,3.39,3.74
A,Annual,ZMB,Zambia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.73,2.79,2.88,2.92,3.2,3.53
A,Annual,ZWE,Zimbabwe,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.46,,,,,
